"Astrocytes","Neurons","Oligos","Vascular","Immune","Ependymal"
0.4,0.1,0,0.2,0.1,0.2
0.1,0.3,0.1,0.2,0,0.3
0.1,0,0.4,0.1,0,0.4
0,1,0,0,0,0
0.222222222222222,0,0.333333333333333,0,0.222222222222222,0.222222222222222
0,0.222222222222222,0.444444444444444,0.222222222222222,0.111111111111111,0
0,1,0,0,0,0
0,1,0,0,0,0
0,0.2,0,0.1,0.2,0.5
0,1,0,0,0,0
0.7,0.1,0,0,0.1,0.1
0,1,0,0,0,0
0.5,0.2,0,0,0.1,0.2
0.5,0.3,0,0,0.1,0.1
0,0.3,0,0,0.4,0.3
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0.6,0.3,0,0,0,0.1
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0.1,0.1,0.4,0.2,0.1,0.1
0,0.111111111111111,0.444444444444444,0.333333333333333,0.111111111111111,0
0.3,0.1,0,0.3,0.1,0.2
0,1,0,0,0,0
0,0.3,0.3,0.3,0.1,0
0.0909090909090909,0.181818181818182,0.363636363636364,0.181818181818182,0.0909090909090909,0.0909090909090909
0,0,0.1,0.3,0.1,0.5
0.111111111111111,0.222222222222222,0.222222222222222,0.222222222222222,0.111111111111111,0.111111111111111
0,0.111111111111111,0.444444444444444,0.333333333333333,0.111111111111111,0
0,0.111111111111111,0.444444444444444,0.222222222222222,0.111111111111111,0.111111111111111
0,0.222222222222222,0.222222222222222,0,0.444444444444444,0.111111111111111
0,0.2,0.4,0.2,0.1,0.1
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0.4,0,0,0,0.5,0.1
0.666666666666667,0.222222222222222,0,0,0,0.111111111111111
0.545454545454545,0.272727272727273,0,0,0.0909090909090909,0.0909090909090909
0.1,0.2,0.3,0.2,0.1,0.1
0.6,0.3,0,0,0,0.1
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,0.1,0.5,0.2,0.1,0.1
0.1,0.3,0,0.5,0,0.1
0.3,0.1,0,0.5,0.1,0
0.1,0.1,0.3,0.3,0.1,0.1
0.3,0.1,0,0,0.5,0.1
0,1,0,0,0,0
0,0.444444444444444,0,0.222222222222222,0,0.333333333333333
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0.5,0.4,0,0,0,0.1
0,0.2,0.6,0.2,0,0
0,1,0,0,0,0
0.111111111111111,0.222222222222222,0.222222222222222,0.222222222222222,0.111111111111111,0.111111111111111
0.1,0.2,0.2,0.2,0.1,0.2
0,0.333333333333333,0.333333333333333,0.222222222222222,0.111111111111111,0
0.5,0.2,0,0,0.1,0.2
0.3,0.5,0,0,0,0.2
0.222222222222222,0.333333333333333,0,0,0.333333333333333,0.111111111111111
0.333333333333333,0,0,0,0.222222222222222,0.444444444444444
0.3,0.2,0,0,0.2,0.3
0.2,0,0,0,0.6,0.2
0.1,0.5,0,0,0.1,0.3
0,0.333333333333333,0,0,0.444444444444444,0.222222222222222
0,1,0,0,0,0
0,1,0,0,0,0
0.111111111111111,0.444444444444444,0,0,0.333333333333333,0.111111111111111
0,1,0,0,0,0
0,1,0,0,0,0
0.6,0,0,0,0.3,0.1
0,1,0,0,0,0
0.1,0,0.2,0.2,0.5,0
0,0.222222222222222,0.333333333333333,0.333333333333333,0.111111111111111,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
