"Astrocytes","Neurons","Oligos","Vascular","Immune","Ependymal"
0,1,0,0,0,0
1,0,0,0,0,0
0,1,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
1,0,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0.3,0,0.4,0,0.1,0.2
0.222222222222222,0.111111111111111,0.333333333333333,0,0.111111111111111,0.222222222222222
0.3,0,0.5,0,0.1,0.1
0,1,0,0,0,0
0.222222222222222,0,0.444444444444444,0,0.111111111111111,0.222222222222222
0.272727272727273,0.0909090909090909,0.454545454545455,0,0.0909090909090909,0.0909090909090909
0.3,0,0.4,0,0.1,0.2
0.444444444444444,0,0.444444444444444,0,0,0.111111111111111
0.333333333333333,0,0.444444444444444,0,0,0.222222222222222
0.333333333333333,0,0.333333333333333,0,0.111111111111111,0.222222222222222
0.4,0,0.5,0,0,0.1
0.181818181818182,0,0.636363636363636,0,0.0909090909090909,0.0909090909090909
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
0.3,0,0.4,0,0.1,0.2
1,0,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0.1,0.1,0.6,0,0.1,0.1
0.272727272727273,0,0.363636363636364,0,0.181818181818182,0.181818181818182
0.2,0,0.7,0,0,0.1
0.4,0,0.4,0,0.1,0.1
1,0,0,0,0,0
0,1,0,0,0,0
0.222222222222222,0.111111111111111,0.333333333333333,0,0.111111111111111,0.222222222222222
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
1,0,0,0,0,0
0.1,0,0.8,0,0,0.1
0,1,0,0,0,0
0.3,0,0.3,0,0.2,0.2
0.272727272727273,0.0909090909090909,0.363636363636364,0,0.0909090909090909,0.181818181818182
0.3,0,0.4,0,0.1,0.2
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
1,0,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
1,0,0,0,0,0
0,1,0,0,0,0
0.3,0.1,0.3,0,0.1,0.2
0.2,0.1,0.3,0,0.2,0.2
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
0,1,0,0,0,0
